,tc_code,domain,kingdom_phylum,des_short,des_long,dir,tcat,cot,rev,chebi,bigg,rid,rstrings
8681,9.B.325.1.3,Bacteria,Spirochaetota,Uncharacterized protein of 253 aas and 5 TMSs.,Uncharacterized protein of 253 aas and 5 TMSs.,{'uptake'},,,,{},{},R_9_B_325_1_3,{}
8682,9.B.325.1.4,Bacteria,Bacillota,Uncharacterized protein of 216 aas and 5 TMSs.,Uncharacterized protein of 216 aas and 5 TMSs.,{'uptake'},,,,{},{},R_9_B_325_1_4,{}
8683,9.B.325.1.5,Bacteria,Bacillota,"Uncharacterized protein of 427 aas and 10 TMSs in a 5 + 5 TMS arrangement, where each of the two putative repeat units has a 3 + 2 TMS arrangement.","Uncharacterized protein of 427 aas and 10 TMSs in a 5 + 5 TMS arrangement, where each of the two putative repeat units has a 3 + 2 TMS arrangement.",{'uptake'},,,,{},{},R_9_B_325_1_5,{}
8684,9.B.325.1.6,Bacteria,Bacillota,Uncharacterized protein of 436 aas and 10 TMSs in a 5 + 5 TMS arrangement where each 5 TMS domain has a 3 + 2 TMS arrangement.,Uncharacterized protein of 436 aas and 10 TMSs in a 5 + 5 TMS arrangement where each 5 TMS domain has a 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_325_1_6,{}
8685,9.B.325.1.7,Bacteria,Actinomycetota,Uncharacterized protein of 288 aas and 5 TMSs in a 3 + 3 TMS arrangement.,Uncharacterized protein of 288 aas and 5 TMSs in a 3 + 3 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_325_1_7,{}
8686,9.B.325.1.8,Bacteria,Bacillota,Uncharacterized protein with 10 TMSs in a 5 + 5 TMS arrangement,"Uncharacterized protein with 10 TMSs in a 5 + 5 TMS arrangement.  Its gene is adjacent to one encoding an ABC exporter (TC# 3.A.1.111.8), and could be a chaparone protein for insertion and folding of the ABC transporter (see also TC# 9.B.29.2.17 which appears to be a chaparone protein for the ABC exporter with TC# 3.A.1.122.2).",{'uptake'},,,,{},{},R_9_B_325_1_8,{}
8687,9.B.327.1.1,Bacteria,,"RdhAB dehalogenase (TcdAB; putative trichloroethene reductive dehalogenase) where RdhA is the catalytic protein of 554 aas with a single N-terminal TMS that targets it to the outer surface of the cytoplasmic membrane, and an ""anchor"" protein of 94 aas and 3 TMSs (Atashgahi 2019).","RdhAB dehalogenase (TcdAB; putative trichloroethene reductive dehalogenase) where RdhA is the catalytic protein of 554 aas with a single N-terminal TMS that targets it to the outer surface of the cytoplasmic membrane, and an ""anchor"" protein of 94 aas and 3 TMSs (Atashgahi 2019).",{'uptake'},,,,{},{},R_9_B_327_1_1,{}
8688,9.B.328.1.1,Bacteria,Bacillota,Uncharacterized protein of 314 aas and 9 or 10 TMSs.,Uncharacterized protein of 314 aas and 9 or 10 TMSs.,{'uptake'},,,,{},{},R_9_B_328_1_1,{}
8689,9.B.328.1.2,Bacteria,Bacillota,Uncharacterized protein of 303 aas and 9 TMSs.,Uncharacterized protein of 303 aas and 9 TMSs.,{'uptake'},,,,{},{},R_9_B_328_1_2,{}
8690,9.B.328.1.3,Bacteria,Bacillota,Uncharacterized protein of 292 aas and 9 TMSs.,Uncharacterized protein of 292 aas and 9 TMSs.,{'uptake'},,,,{},{},R_9_B_328_1_3,{}
8691,9.B.330.1.3,Bacteria,Chloroflexota,Putative 2 component transporter of unknown function,Putative 2 component transporter of unknown function,{'uptake'},,,,{},{},R_9_B_330_1_3,{}
8692,9.B.330.1.6,Bacteria,Verrucomicrobiota,Uncharacterized protein of 202 aas and 5 TMSs in a 1 + 2 + 2 arrangement.,Uncharacterized protein of 202 aas and 5 TMSs in a 1 + 2 + 2 arrangement.,{'uptake'},,,,{},{},R_9_B_330_1_6,{}
8693,9.B.330.1.8,Bacteria,Thermomicrobiota,DUF4013 domain-containing protein of 222 aas and 5 TMSs in a 1 + 2 + 2 TMS arrangement.,DUF4013 domain-containing protein of 222 aas and 5 TMSs in a 1 + 2 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_330_1_8,{}
8694,9.B.330.2.1,Bacteria,Actinomycetota,DUF4013 protein of 285 aas and 5 or 6 TMSs,DUF4013 protein of 285 aas and 5 or 6 TMSs,{'uptake'},,,,{},{},R_9_B_330_2_1,{}
8695,9.B.330.2.2,Bacteria,Actinomycetota,DUF4013 domain-containing protein of 340 aas and 5 TMSs.,DUF4013 domain-containing protein of 340 aas and 5 TMSs.,{'uptake'},,,,{},{},R_9_B_330_2_2,{}
8696,9.B.330.2.3,Bacteria,Actinomycetota,Uncharacterized DUF4013 domain-containing protein of 273 aas and 6 TMSs in a 1 + 2 + 2 + 1 arrangement.,Uncharacterized DUF4013 domain-containing protein of 273 aas and 6 TMSs in a 1 + 2 + 2 + 1 arrangement.,{'uptake'},,,,{},{},R_9_B_330_2_3,{}
8697,9.B.330.3.1,Bacteria,Candidatus Rokubacteria,Uncharacterized protein of 253 aas and 6 TMSs.,Uncharacterized protein of 253 aas and 6 TMSs.,{'uptake'},,,,{},{},R_9_B_330_3_1,{}
8698,9.B.330.3.2,Bacteria,Planctomycetota,Uncharacterized protein of 289 aas and 5 TMSs.,Uncharacterized protein of 289 aas and 5 TMSs.,{'uptake'},,,,{},{},R_9_B_330_3_2,{}
8699,9.B.330.4.1,Bacteria,Pseudomonadota,Prolipoprotein diacylglyceryl transferase of 303 aas and 7 TMSs in a 1 + 1 + 2 + 2 + 1 arrangement.,Prolipoprotein diacylglyceryl transferase of 303 aas and 7 TMSs in a 1 + 1 + 2 + 2 + 1 arrangement.,{'uptake'},,,,{},{},R_9_B_330_4_1,{}
8700,9.B.330.4.2,Bacteria,Bacillota,Prolipoprotein diacylglyceryl transferase of 272 aas and 7 TMSs in a 2 + 2 + 3 TMS arrangement.,Prolipoprotein diacylglyceryl transferase of 272 aas and 7 TMSs in a 2 + 2 + 3 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_330_4_2,{}
8701,9.B.330.4.3,Bacteria,Candidatus Beckwithbacteria,"Prolipoprotein diacylglyceryl transferase 2, phosphatidylglycerol:prolipoprotein diacylglycerol transferase, Lgt, of 285 aas and 3 TMSs, one N-terminal and two C-terminal.","Prolipoprotein diacylglyceryl transferase 2, phosphatidylglycerol:prolipoprotein diacylglycerol transferase, Lgt, of 285 aas and 3 TMSs, one N-terminal and two C-terminal.",{'uptake'},,,,{},{},R_9_B_330_4_3,{}
8702,9.B.330.4.4,Bacteria,Candidatus Peregrinibacteria,Prolipoprotein diacylglyceryl transferase of 260 aas and 7 TMSs.,Prolipoprotein diacylglyceryl transferase of 260 aas and 7 TMSs.,{'uptake'},,,,{},{},R_9_B_330_4_4,{}
8703,9.B.331.1.1,Bacteria,Pseudomonadota,"Putative ATPase, YghR, of 252 aas with three apparent internal repeats, each with two low peaks of hydrophobicity, the first showing greater hydrophobicity than the second.","Putative ATPase, YghR, of 252 aas with three apparent internal repeats, each with two low peaks of hydrophobicity, the first showing greater hydrophobicity than the second.",{'uptake'},,,,{},{},R_9_B_331_1_1,{}
8704,9.B.331.1.2,Bacteria,Pseudomonadota,YghS of 237 aas and an apparent internal triplication like TC# 9.B.331.1.1,"YghS of 237 aas and an apparent internal triplication like TC# 9.B.331.1.1.  The three homologous proteins, 9.B.331.1.1, 1.2 and 1.3, are encoded by adjacent genes that are also adjacent to a MOP superfamily protein, TC# 2.A.66.12.6.",{'uptake'},,,,{},{},R_9_B_331_1_2,{}
8705,9.B.331.1.3,Bacteria,Pseudomonadota,YghT of 234 aas and three apparent internal repeats.,YghT of 234 aas and three apparent internal repeats.,{'uptake'},,,,{},{},R_9_B_331_1_3,{}
8706,9.B.331.1.4,Bacteria,Pseudomonadota,Uncharacterized protein of 514 aas.,Uncharacterized protein of 514 aas.,{'uptake'},,,,{},{},R_9_B_331_1_4,{}
8707,9.B.331.1.5,Bacteria,Thermodesulfobacteriota,Thymidylate kinase of 487 aa,Thymidylate kinase of 487 aa,{'uptake'},,,,{},{},R_9_B_331_1_5,{}
8708,9.B.333.1.2,Bacteria,Bacteroidota,Uncharacterized protein of 275 aas and 5 C-terminal TMSs.,Uncharacterized protein of 275 aas and 5 C-terminal TMSs.,{'uptake'},,,,{},{},R_9_B_333_1_2,{}
8709,9.B.334.1.3,Bacteria,Pseudomonadota,"The aerotaxis protein, Aer or YqjJ of 506 aas and 1 or 2 TMSs","The aerotaxis protein, Aer or YqjJ of 506 aas and 1 or 2 TMSs. The aerotactic response causes the accumulation of cells around air bubbles in liquid media under a cover slip.
 The nature of the sensory stimulus detected by this protein is the 
proton motive force (pmf) and the cellular redox state. It uses an FAD prosthetic 
group as a redox sensor to monitor oxygen levels (Bibikov et al. 1997). The redox properties and PAS domain structure of  Aer indicate a multistate sensing mechanism (Maschmann et al. 2022).",{'uptake'},,,,{'10545': 'electron'},{'10545': set()},R_9_B_334_1_3,{'10545': set()}
8710,9.B.337.1.4,Bacteria,Spirochaetota,Uncharacterized protein of 228 aas and 4 TMSs,Uncharacterized protein of 228 aas and 4 TMSs,{'uptake'},,,,{},{},R_9_B_337_1_4,{}
8711,9.B.343.1.1,Bacteria,Pseudomonadota,Uncharacterized protein of 195 aas and 6 TMSs,Uncharacterized protein of 195 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_343_1_1,{}
8712,9.B.343.1.3,Bacteria,Planctomycetota,Uncharacterized protein of 224 aas and 6 TMSs,Uncharacterized protein of 224 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_343_1_3,{}
8713,9.B.344.2.7,,,Uncharacterized protein of152 aas and 4 TMSs,Uncharacterized protein of152 aas and 4 TMSs,{'uptake'},,,,{},{},R_9_B_344_2_7,{}
8714,9.B.346.4.2,Bacteria,Chloroflexota,Uncharacterized protein of 191 aas and 6 TMSs,Uncharacterized protein of 191 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_346_4_2,{}
8715,9.B.346.5.1,Bacteria,Acidobacteriota,Uncharacterized protein of 235 aas and 6 TMSs in a 2 + 4 TMS arrangement.,Uncharacterized protein of 235 aas and 6 TMSs in a 2 + 4 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_346_5_1,{}
8716,9.B.347.1.3,Bacteria,Candidatus Marinimicrobia,Uncharacterized protein of 174 aas and 5 TMSs.,Uncharacterized protein of 174 aas and 5 TMSs.,{'uptake'},,,,{},{},R_9_B_347_1_3,{}
8717,9.B.347.2.2,Bacteria,Bacillota,DUF2085 domain-containing protein of 109 aas and 2 TMSs,DUF2085 domain-containing protein of 109 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_347_2_2,{}
8718,9.B.347.3.1,Bacteria,Chloroflexota,Uncharacterized protein of 330 aas and 4 TMSs,Uncharacterized protein of 330 aas and 4 TMSs.  The protein has a 100 aa hydrophilic N-terminal domain followed by the transmembrane domain in a 1 + 3 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_347_3_1,{}
8719,9.B.347.5.2,Bacteria,Cyanobacteriota,"Uncharacterized protein of 242 aas and 4 TMS, all closely together in the middle of the proteins.","Uncharacterized protein of 242 aas and 4 TMS, all closely together in the middle of the proteins.",{'uptake'},,,,{},{},R_9_B_347_5_2,{}
8720,9.B.349.1.2,Bacteria,Actinomycetota,Uncharacterized protein of 329 aas and 6 TMSs.,Uncharacterized protein of 329 aas and 6 TMSs.,{'uptake'},,,,{},{},R_9_B_349_1_2,{}
8721,9.B.349.1.3,,Candidatus Heimdallarchaeota,Uncharacterized protein of 430 aas and 7 TMSs in a 3 + 3 + 1 TMS arrangement.,Uncharacterized protein of 430 aas and 7 TMSs in a 3 + 3 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_349_1_3,{}
8722,9.B.349.1.4,Bacteria,Chloroflexota,Uncharacterized protein of 341 aas and 6 TMSs,Uncharacterized protein of 341 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_349_1_4,{}
8723,9.B.349.1.5,Bacteria,Pseudomonadota,Uncharacterized protein of 320 aas and 6 TMSs,Uncharacterized protein of 320 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_349_1_5,{}
8724,9.B.349.1.6,,Euryarchaeota,"Uncharacterized protein of 319 aas and 6 TMSs, with an N-terminal hydrohilic domain.","Uncharacterized protein of 319 aas and 6 TMSs, with an N-terminal hydrohilic domain.",{'uptake'},,,,{},{},R_9_B_349_1_6,{}
8725,9.B.349.2.1,,Candidatus Heimdallarchaeota,Uncharacterized protein of 356 aas and 6 TMSs,Uncharacterized protein of 356 aas and 6 TMSs,{'uptake'},,,,{},{},R_9_B_349_2_1,{}
8726,9.B.351.1.1,Bacteria,Bacillota,"Nukacin ISK-1 binding and immunity protein, NukH, of 92 aas and 3 TMSs","Nukacin ISK-1 binding and immunity protein, NukH, of 92 aas and 3 TMSs.  It functions in conjunction with the nukacin exporter, NukEFG (TC# 3.A.1.124.3), possibly by binding the lantibiotic and then passing it on to the transporter (Okuda et al. 2008).",{'uptake'},,,,{'71644': 'lantibiotic'},{'71644': set()},R_9_B_351_1_1,{'71644': set()}
8727,9.B.351.1.2,Bacteria,Bacillota,Uncharacterized protein of 95 aas and 3 TMSs.,Uncharacterized protein of 95 aas and 3 TMSs.,{'uptake'},,,,{},{},R_9_B_351_1_2,{}
8728,9.B.351.1.3,Bacteria,Bacillota,NukH homologue of 92 aas and 3 TMSs.,NukH homologue of 92 aas and 3 TMSs.,{'uptake'},,,,{},{},R_9_B_351_1_3,{}
8729,9.B.353.1.1,Bacteria,Bacteroidota,Uncharacterized protein of 565 aas and about 11 - 13 TMSs.,Uncharacterized protein of 565 aas and about 11 - 13 TMSs.,{'uptake'},,,,{},{},R_9_B_353_1_1,{}
8730,9.B.353.1.2,Bacteria,Verrucomicrobiota,Uncharacterized protein of 581 aas and 12 TMSs in a 1 + 4 + 2 + 2 + 2 + 1 TMS arrangement.,Uncharacterized protein of 581 aas and 12 TMSs in a 1 + 4 + 2 + 2 + 2 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_2,{}
8731,9.B.353.1.3,Bacteria,Bacteroidota,Uncharacterized protein of 435 aas and 11 TMSs in a 1 + 10 TMS arrangement.,Uncharacterized protein of 435 aas and 11 TMSs in a 1 + 10 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_3,{}
8732,9.B.353.1.5,Bacteria,Cyanobacteriota,Uncharacterized protein of 586 aas and 12 or 13 TMSs in a 1 + 11 or 12 TMS arrangement.,Uncharacterized protein of 586 aas and 12 or 13 TMSs in a 1 + 11 or 12 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_5,{}
8733,9.B.353.1.6,Bacteria,Pseudomonadota,Uncharacterized protein of 555 aas and 11 TMSs in a 1 + 10 TMS arrangement,Uncharacterized protein of 555 aas and 11 TMSs in a 1 + 10 TMS arrangement,{'uptake'},,,,{},{},R_9_B_353_1_6,{}
8734,9.B.353.1.7,Bacteria,Bacillota,Uncharacterized protein of 594 aas and 13 or 14 TMSs in a 1 + 2 + 2 + 2 + 1 + 4 TMS arrangement.,Uncharacterized protein of 594 aas and 13 or 14 TMSs in a 1 + 2 + 2 + 2 + 1 + 4 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_7,{}
8735,9.B.353.1.8,Bacteria,Bacteroidota,Uncharacterized protein of 564 aas and 11 TMSs in a 1  10 TMS arrangement,Uncharacterized protein of 564 aas and 11 TMSs in a 1  10 TMS arrangement.  The last 10 TMSs of this protein may be realted to the DMT superfamily (1.A.7).,{'uptake'},,,,{},{},R_9_B_353_1_8,{}
8736,9.B.353.1.9,Bacteria,Bacteroidota,Uncharacterized protein of 601 aas and 10 or 11 TMSs in a 1 + 5 + 5 TMS arrangement.,Uncharacterized protein of 601 aas and 10 or 11 TMSs in a 1 + 5 + 5 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_9,{}
8737,9.B.353.1.10,Bacteria,Actinomycetota,Uncharacterized protein of 579 aas and 11 TMSs in a 1 + 10 TMS arrangement.,Uncharacterized protein of 579 aas and 11 TMSs in a 1 + 10 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_10,{}
8738,9.B.353.1.11,Bacteria,Actinomycetota,Uncharacterized protein of 581 aas and 11 TMSs in a 1 + 10 TMS arrangement.,Uncharacterized protein of 581 aas and 11 TMSs in a 1 + 10 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_11,{}
8739,9.B.353.1.12,Bacteria,Cyanobacteriota,Uncharacterized protein of 594 aas and 11 TMSs in a 1 + 10 TMS arrangement,Uncharacterized protein of 594 aas and 11 TMSs in a 1 + 10 TMS arrangement. This protein shows 22.4% identity with 2.A.125.2.1 (E-RFT family) (e-8).,{'uptake'},,,,{},{},R_9_B_353_1_12,{}
8740,9.B.353.1.13,Bacteria,Chlorobiota,Uncharacterized protein of 553 aas and 12 TMSs in a 1 + 10 + 1 TMS arrangement.,Uncharacterized protein of 553 aas and 12 TMSs in a 1 + 10 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_13,{}
8741,9.B.353.1.14,Bacteria,Candidatus Komeilibacteria,Uncharacterized protein of 549 aas and 11 TMSs in a 1 + 10 TMS arrangement.,Uncharacterized protein of 549 aas and 11 TMSs in a 1 + 10 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_14,{}
8742,9.B.353.1.15,Bacteria,Pseudomonadota,Uncharacterized protein of 567 aas and 11 TMSs in a 1 + 10 TMS arrangement.,Uncharacterized protein of 567 aas and 11 TMSs in a 1 + 10 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_1_15,{}
8743,9.B.353.2.1,Bacteria,Pseudomonadota,Uncharacterized protein of 413 aas and 11 TMSs in a 1 + 4 + 6 TMS arrangement.,Uncharacterized protein of 413 aas and 11 TMSs in a 1 + 4 + 6 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_353_2_1,{}
8744,9.B.353.2.2,Bacteria,Pseudomonadota,Uncharacterized protein of 423 aas and 11 - 13 TMSs.,Uncharacterized protein of 423 aas and 11 - 13 TMSs.,{'uptake'},,,,{},{},R_9_B_353_2_2,{}
8745,9.B.354.1.2,Bacteria,Pseudomonadota,Uncharacterized protein of 197 aas.,Uncharacterized protein of 197 aas.,{'uptake'},,,,{},{},R_9_B_354_1_2,{}
8746,9.B.354.1.4,Bacteria,Pseudomonadota,Uncharacterized protein of 194 aas,Uncharacterized protein of 194 aas,{'uptake'},,,,{},{},R_9_B_354_1_4,{}
8747,9.B.354.1.5,Bacteria,Pseudomonadota,Uncharacterized protein of 203 aas,Uncharacterized protein of 203 aas,{'uptake'},,,,{},{},R_9_B_354_1_5,{}
8748,9.B.354.1.6,Bacteria,Planctomycetota,Uncharacterized protein of 201 aas,Uncharacterized protein of 201 aas,{'uptake'},,,,{},{},R_9_B_354_1_6,{}
8749,9.B.354.2.1,Bacteria,Bacillota,AIM24 family protein of 273 aa,AIM24 family protein of 273 aa,{'uptake'},,,,{},{},R_9_B_354_2_1,{}
8750,9.B.354.2.2,Bacteria,Chloroflexota,Uncharacterized TIGR00266 family protein of 254 aa,Uncharacterized TIGR00266 family protein of 254 aa,{'uptake'},,,,{},{},R_9_B_354_2_2,{}
8751,9.B.354.2.6,Bacteria,Actinomycetota,Uncharacterized DUF2510 domain-containing protein of 285 aa.,Uncharacterized DUF2510 domain-containing protein of 285 aa.,{'uptake'},,,,{},{},R_9_B_354_2_6,{}
8752,9.B.355.1.1,Bacteria,Spirochaetota,The four component dentilisin cell surface protease complex of 400 kDa,"The four component dentilisin cell surface protease complex of 400 kDa. The 4 protein constituents are PrtP, PrcA, PrcB, and Msp  (Godovikova et al. 2011).  The major outer sheath protein (Msp or MOSP) has a bipartite domain architecture and exists as periplasmic and outer membrane-spanning conformers (Anand et al. 2013). The Msp complex
 depolarized and increased the conductance of the HeLa cell membrane in a
 manner which was not strongly selective for Na+, K+, Ca2+, and Cl-  ions. Cell-attached patches of HeLa cell membrane exposed to the Msp complex exhibited short-lived channels with a slope conductance of 0.4 nS in physiologically normal saline (Mathers et al. 1996). Pore-forming activities of recombinant Msp in black lipid model membrane assays and in HeLa cell membranes were 
similar to those reported for the native protein, supporting the 
hypothesis that Msp cytotoxicity is due to its pore-forming activity (Fenno et al. 1998). The oligomeric outer membrane-associated complex binds fibronectin and disrupts several intracellular responses.It may form a large-diameter β-barrel porin (Godovikova et al. 2019). The Msp protein is also listed with TC#s 1.B.38.1.4 and 1.C.128.1.1 because
 it can function as an outer membrane porin and as a pore-forming cytotoxin, respectively.",{'uptake'},,,,{'14911': 'protein'},{'14911': set()},R_9_B_355_1_1,{'14911': set()}
8753,9.B.357.1.1,Bacteria,Pseudomonadota,"The putative cell envelop biogenesis proteins, YciB or IspZ of 179 aas and 5 TMSs, and DcrB or YhhR ""phage sensitivity protein"" of 185 aas and 1 N-terminal TMS","The putative cell envelop biogenesis proteins, YciB or IspZ of 179 aas and 5 TMSs, and DcrB or YhhR ""phage sensitivity protein"" of 185 aas and 1 N-terminal TMS. Both proteins are synergistically required for cell envelope integrity maintenance, and their loss gives rise to abnormal envelopes followed by cell death, possibly due to abnormal retention of porins in the inner membrane (see family description) (Mychack et al. 2019).",{'uptake'},,,,{},{},R_9_B_357_1_1,{}
8754,9.B.357.1.2,Bacteria,Pseudomonadota,DcrB (DUF1795; 187 aas and 1 N-terminal TMS) and IspZ (YciB; 186 aas and 5 (or 6) TMSs.,DcrB (DUF1795; 187 aas and 1 N-terminal TMS) and IspZ (YciB; 186 aas and 5 (or 6) TMSs.,{'uptake'},,,,{},{},R_9_B_357_1_2,{}
8755,9.B.357.1.3,Bacteria,Pseudomonadota,IspZ septation protein A of 198 aas and 6 TMSs (in a 4 + 2 TMS arrangement)/DcrB phage sensitivity protein of 194 aas and 1 N-terminal TMS.,IspZ septation protein A of 198 aas and 6 TMSs (in a 4 + 2 TMS arrangement)/DcrB phage sensitivity protein of 194 aas and 1 N-terminal TMS.,{'uptake'},,,,{},{},R_9_B_357_1_3,{}
8756,9.B.357.1.4,Bacteria,Pseudomonadota,DcrB of 225 aas and 1 N-terminal TMS/IspZ of 185 aas and 6 TMSs.,DcrB of 225 aas and 1 N-terminal TMS/IspZ of 185 aas and 6 TMSs.,{'uptake'},,,,{},{},R_9_B_357_1_4,{}
8757,9.B.358.1.2,Bacteria,Bacillota,"Uncharacterized DUF350 domain protein of 64 aas and 2 TMSs, corresponding to TMSs 1 - 2 and 5 - 6 in the protein listed under TC# 9.B.358.1.1.","Uncharacterized DUF350 domain protein of 64 aas and 2 TMSs, corresponding to TMSs 1 - 2 and 5 - 6 in the protein listed under TC# 9.B.358.1.1.",{'uptake'},,,,{},{},R_9_B_358_1_2,{}
8758,9.B.358.1.3,Bacteria,Bacillota,DUF350 domain-containing protein of 131 aas and 4 TMSs in a 1 + 2 + 1 TMS arrangement.,DUF350 domain-containing protein of 131 aas and 4 TMSs in a 1 + 2 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_358_1_3,{}
8759,9.B.358.1.4,Bacteria,Pseudomonadota,DUF350 protein of 4 TMSs in a 1 + 2 + 1 TMS arrangement.,DUF350 protein of 4 TMSs in a 1 + 2 + 1 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_358_1_4,{}
8760,9.B.358.1.6,,Pseudomonadota,Uncharacterized DUF350 protein of 334 aas with an N-terminal hydrophilic domain followed by a C-terminal 4 TMS hydrophobic domain.,Uncharacterized DUF350 protein of 334 aas with an N-terminal hydrophilic domain followed by a C-terminal 4 TMS hydrophobic domain.,{'uptake'},,,,{},{},R_9_B_358_1_6,{}
8761,9.B.358.1.8,Bacteria,Actinomycetota,DUF350 protein of 145 aas and 4 TMSs,DUF350 protein of 145 aas and 4 TMSs,{'uptake'},,,,{},{},R_9_B_358_1_8,{}
8762,9.B.358.1.9,Bacteria,Bacteroidota,Uncharacterized DUF350 domain protein of 71 aas and 2 TMSs,Uncharacterized DUF350 domain protein of 71 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_358_1_9,{}
8763,9.B.358.1.10,Bacteria,Verrucomicrobiota,Uncharacterized DUF350 protein of 80 aas and 2 TMSs.,Uncharacterized DUF350 protein of 80 aas and 2 TMSs.,{'uptake'},,,,{},{},R_9_B_358_1_10,{}
8764,9.B.358.1.11,Bacteria,Chloroflexota,Uncharacterized DUF350 protein of 68 aas and 2 TMSs,Uncharacterized DUF350 protein of 68 aas and 2 TMSs,{'uptake'},,,,{},{},R_9_B_358_1_11,{}
8765,9.B.358.1.12,Bacteria,Myxococcota,Uncharacterized DUF350 domain protein of 283 aas and 8 TMSs,Uncharacterized DUF350 domain protein of 283 aas and 8 TMSs,{'uptake'},,,,{},{},R_9_B_358_1_12,{}
8766,9.B.359.1.1,Bacteria,Bacillota,Uncharacterized protein of 727 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 727 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_1_1,{}
8767,9.B.359.1.2,Bacteria,Bacillota,Uncharacterized protein of 739 aas and 5 TMSs in a 3 + 2 TMS arrangement.,Uncharacterized protein of 739 aas and 5 TMSs in a 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_1_2,{}
8768,9.B.359.2.1,Bacteria,Bacillota,Uncharacterized protein of 645 aas with 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 645 aas with 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_2_1,{}
8769,9.B.359.2.2,Bacteria,Bacillota,Uncharacterized protein of 685 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 685 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_2_2,{}
8770,9.B.359.2.3,Bacteria,Bacillota,Uncharacterized protein of 316 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 316 aas and 7 TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_2_3,{}
8771,9.B.359.2.4,Bacteria,Bacillota,Uncharacterized protein of 693 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,Uncharacterized protein of 693 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement.,{'uptake'},,,,{},{},R_9_B_359_2_4,{}
8772,9.B.359.2.5,Bacteria,Bacillota,M1 family metallopeptidase of 630 aas and 5 TMSs in a 3 + 2 TMS arrangement and a long M1 family hydrophilic extension,"M1 family metallopeptidase of 630 aas and 5 TMSs in a 3 + 2 TMS arrangement and a long M1 family hydrophilic extension.  It could be N-terminally truncated, removing the first N-terminally 2 TMSs characteristic of this family.",{'uptake'},,,,{},{},R_9_B_359_2_5,{}
8773,9.B.359.3.1,Bacteria,Bacteroidota,Uncharacterized protein of 1118 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement,Uncharacterized protein of 1118 aas and 7 N-terminal TMSs in a 2 + 3 + 2 TMS arrangement. It contains a carbohydrate binding module 6 (CBM6) at its N-terminus.,{'uptake'},,,,{},{},R_9_B_359_3_1,{}
8774,9.B.359.3.3,Bacteria,Bacteroidota,Uncharacterized protein of 1111 aas and 7 N-termial TMSs in a 2 + 3 + 3 TMS arrangement,Uncharacterized protein of 1111 aas and 7 N-termial TMSs in a 2 + 3 + 3 TMS arrangement.  This protein shows weak similarity (e-5; 30 % identity) with 3.A.1.145 of the ABC superfamily. This protein is homologous to a protein with acc # HCE56652.1 which also shows significant sequence similarity with TC# 3.A.1.145 family members.,{'uptake'},,,,{},{},R_9_B_359_3_3,{}
